city,timestamp,aqi,pm25,pm10,no2,o3,co,so2,temperature,humidity,wind_speed,pressure,weather,hour,day_of_week,month,aqi_category,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_6,aqi_lag_12,aqi_lag_24,aqi_roll_mean_3,aqi_roll_std_3,aqi_roll_mean_6,aqi_roll_std_6,aqi_roll_mean_12,aqi_roll_std_12,aqi_roll_mean_24,aqi_roll_std_24,temp_humidity_interaction,wind_aqi_ratio
beijing,2026-02-03 04:50:17.002447,193.4,114.3,158.8,56.9,38.7,0.44,5.9,9.5,53.4,2.1,1016.3,Clear,4,1,2,Unhealthy,160.8,173.1,158.8,146.5,143.9,176.1,175.76666666666665,16.46278631742909,169.41666666666666,12.813807656846917,157.40833333333333,16.092937939206546,161.51666666666668,15.501379087784033,507.3,62.38709677419355
beijing,2026-02-03 05:50:17.002447,179.0,101.5,138.8,54.2,28.3,0.47,4.1,9.9,48.4,1.5,1019.6,Clear,5,1,2,Unhealthy,193.4,160.8,173.1,167.4,137.0,178.6,177.73333333333335,16.33687036532183,171.35,13.314015171990826,160.90833333333333,15.815726254892557,161.53333333333333,15.52074815169699,479.16,71.6
beijing,2026-02-03 06:50:17.002447,173.4,105.0,140.3,52.0,31.1,0.56,5.1,11.8,39.4,3.9,1015.7,Clear,6,1,2,Unhealthy,179.0,193.4,160.8,163.0,155.3,180.6,181.9333333333333,10.31762246514821,173.08333333333334,12.670977336680407,162.41666666666666,16.092902632884954,161.23333333333335,15.202507420950589,464.92,35.38775510204081
beijing,2026-02-03 07:50:17.002447,176.8,104.2,140.7,53.2,29.9,0.5,3.4,13.3,51.2,3.5,1019.3,Rain,7,1,2,Unhealthy,173.4,179.0,193.4,158.8,142.4,182.0,176.4,2.821347195932748,176.08333333333334,10.569468608528446,165.28333333333333,15.244661261231636,161.01666666666668,14.928253535601149,680.96,39.28888888888889
beijing,2026-02-03 08:50:17.002447,173.6,106.1,145.1,47.9,36.0,0.64,5.4,8.9,42.2,3.1,1019.2,Clear,8,1,2,Unhealthy,176.8,173.4,179.0,173.1,137.9,166.9,174.60000000000002,1.907878402833277,176.16666666666666,10.543181050644451,168.25833333333335,12.6832357739249,161.29583333333332,15.104663235215645,375.58000000000004,42.34146341463415
beijing,2026-02-03 09:50:17.002447,162.4,92.7,125.9,48.5,21.9,0.39,6.1,8.4,52.2,1.9,1019.9,Clear,9,1,2,Unhealthy,173.6,176.8,173.4,160.8,153.3,166.7,170.9333333333333,7.561305002004038,176.43333333333337,10.087153546301762,169.01666666666668,11.958932251921954,161.11666666666667,15.063219433777917,438.48,56.00000000000001
beijing,2026-02-03 10:50:17.002447,172.2,103.6,134.6,49.0,33.4,0.53,4.4,7.3,50.8,1.4,1017.7,Clouds,10,1,2,Unhealthy,162.4,173.6,176.8,193.4,146.5,175.8,169.4,6.102458520956778,172.9,5.725382083319985,171.15833333333333,9.635489168441289,160.96666666666667,14.92796228461923,370.84,71.75
beijing,2026-02-03 11:50:17.002447,173.5,99.3,142.5,54.1,20.4,0.54,5.4,7.3,51.8,2.1,1019.6,Clouds,11,1,2,Unhealthy,172.2,162.4,173.6,179.0,167.4,182.2,169.36666666666667,6.06822324353112,171.98333333333335,4.939804314612888,171.66666666666666,9.579934838773658,160.60416666666666,14.48911072875574,378.14,55.96774193548387
beijing,2026-02-03 12:50:17.002447,176.6,104.6,137.8,51.2,37.0,0.39,4.5,6.9,51.9,2.1,1019.8,Rain,12,1,2,Unhealthy,173.5,172.2,162.4,173.4,163.0,159.6,174.1,2.2605309110909264,172.51666666666665,5.284095633754949,172.79999999999998,9.260571354845187,161.3125,14.848958754301806,358.11,56.967741935483865
beijing,2026-02-03 13:50:17.002447,157.7,92.3,126.7,47.2,32.3,0.66,5.4,6.8,52.3,2.3,1024.6,Clear,13,1,2,Unhealthy,176.6,173.5,172.2,176.8,158.8,154.1,169.26666666666665,10.136238618606574,169.33333333333334,7.483225685937047,172.70833333333334,9.415891628067554,161.4625,14.7910023324993,355.64,47.78787878787879
beijing,2026-02-03 14:50:17.002447,152.3,92.2,117.6,42.6,28.9,0.57,3.7,2.4,46.7,1.2,1020.5,Rain,14,1,2,Unhealthy,157.7,176.6,173.5,173.6,173.1,150.4,162.20000000000002,12.759702190881974,165.78333333333333,9.76020833110994,170.97500000000002,11.100952047623409,161.54166666666666,14.734193200693483,112.08,69.22727272727273
beijing,2026-02-03 15:50:17.002447,145.8,92.7,117.5,44.6,29.8,0.58,6.6,-2.2,55.4,4.6,1021.0,Clouds,15,1,2,Unhealthy for Sensitive Groups,152.3,157.7,176.6,162.4,160.8,146.7,151.9333333333333,5.958467364459775,163.01666666666665,12.79271928350919,169.725,13.02809028076006,161.50416666666666,14.77469867762089,-121.88000000000001,26.03571428571429
beijing,2026-02-03 16:50:17.002447,140.5,85.6,112.3,43.1,34.1,0.65,3.9,-1.8,51.0,1.7,1019.5,Clouds,16,1,2,Unhealthy for Sensitive Groups,145.8,152.3,157.7,172.2,193.4,143.9,146.20000000000002,5.910160742314856,157.73333333333332,14.652326322692518,165.3166666666667,13.237126393274139,161.36249999999998,14.96589782893384,-91.8,52.03703703703703
beijing,2026-02-03 17:50:17.002447,165.4,101.1,135.4,51.2,26.5,0.49,5.1,3.1,44.2,2.4,1019.3,Clear,17,1,2,Unhealthy,140.5,145.8,152.3,173.5,179.0,137.0,150.56666666666666,13.11652901240768,156.38333333333333,13.211421826081708,164.18333333333334,12.521968574058034,162.54583333333332,14.05062211733195,137.02,48.64705882352941
beijing,2026-02-03 18:50:17.002447,137.9,90.4,107.5,42.7,28.9,0.23,4.9,0.2,47.3,4.6,1023.6,Rain,18,1,2,Unhealthy for Sensitive Groups,165.4,140.5,145.8,176.6,173.4,155.3,147.9333333333333,15.182336227779071,149.93333333333334,10.545267500953617,161.225,14.224314969925171,161.82083333333335,14.866009644609509,9.459999999999999,24.625000000000004
beijing,2026-02-03 19:50:17.002447,148.1,90.0,117.8,43.6,35.6,0.37,6.5,-0.2,43.4,2.6,1018.3,Clear,19,1,2,Unhealthy for Sensitive Groups,137.9,165.4,140.5,157.7,176.8,142.4,150.46666666666667,13.901918332853649,148.33333333333334,9.835581663870657,158.83333333333334,13.77311830628016,162.05833333333334,14.58512991004034,-8.68,41.138888888888886
beijing,2026-02-03 20:50:17.002447,141.4,82.6,119.3,42.3,29.0,0.5,5.9,0.7,51.5,4.1,1017.9,Rain,20,1,2,Unhealthy for Sensitive Groups,148.1,137.9,165.4,152.3,173.6,137.9,142.46666666666667,5.182984982935378,146.51666666666668,9.962211936446085,156.15,13.77134706555618,162.20416666666668,14.348654812474093,36.05,27.725490196078436
beijing,2026-02-03 21:50:17.002447,150.8,94.3,119.7,43.8,28.7,0.44,4.3,-0.7,48.8,3.3,1017.8,Clear,21,1,2,Unhealthy,141.4,148.1,137.9,145.8,162.4,153.3,146.76666666666668,4.839765834555732,147.35,10.098465229924898,155.18333333333334,13.699690330497193,162.1,14.42497833620556,-34.16,35.06976744186047
beijing,2026-02-03 22:50:17.002447,146.3,83.9,114.2,43.6,33.2,0.49,4.0,1.7,47.0,2.4,1019.2,Clouds,22,1,2,Unhealthy for Sensitive Groups,150.8,141.4,148.1,140.5,172.2,146.5,146.16666666666666,4.701418225741365,148.3166666666667,9.575681002762606,153.025,12.78472988302147,162.09166666666667,14.434436982940916,79.89999999999999,43.029411764705884
beijing,2026-02-03 23:50:17.002447,154.4,96.5,119.8,49.4,28.3,0.39,4.4,3.8,56.3,3.9,1020.1,Clouds,23,1,2,Unhealthy,146.3,150.8,141.4,165.4,173.5,167.4,150.50000000000003,4.0583247775404505,146.48333333333332,6.057529749548812,151.43333333333334,11.079082119294235,161.55,14.47044964897352,213.93999999999997,31.51020408163265
beijing,2026-02-04 00:50:17.002447,173.6,106.6,136.9,51.3,35.7,0.62,4.1,2.0,40.8,4.3,1022.7,Clear,0,2,2,Unhealthy,154.4,146.3,150.8,137.9,176.6,163.0,158.10000000000002,14.02105559506832,152.43333333333334,11.24894069086811,151.18333333333334,10.477060078036805,161.99166666666667,14.67692411403953,81.6,32.75471698113208
beijing,2026-02-04 01:50:17.002447,189.6,117.1,148.7,62.6,33.4,0.42,6.9,5.0,46.9,3.8,1020.0,Rain,1,2,2,Unhealthy,173.6,154.4,146.3,148.1,157.7,158.8,172.5333333333333,17.624225751315336,159.35,18.483695517942323,153.84166666666667,15.243565458211918,163.275,15.696835737622816,234.5,39.5
beijing,2026-02-04 02:50:17.002447,173.8,112.6,148.2,50.5,28.7,0.41,3.1,10.1,49.3,2.0,1016.5,Rain,2,2,2,Unhealthy,189.6,173.6,154.4,141.4,152.3,173.1,179.0,9.180413934022347,164.75,16.851557791492183,155.63333333333335,16.27453858211068,163.30416666666667,15.716523544309675,497.92999999999995,57.93333333333334
beijing,2026-02-04 03:50:17.002447,166.4,102.3,138.3,52.0,25.2,0.41,6.7,6.7,52.4,1.3,1019.4,Rain,3,2,2,Unhealthy,173.8,189.6,173.6,150.8,145.8,160.8,176.6,11.850738373620107,167.35,15.410613225955704,157.35,16.229406531467465,163.5375,15.719298925068255,351.08,72.34782608695653
beijing,2026-02-04 04:50:17.002447,185.5,108.5,148.1,55.3,27.8,0.57,4.5,10.1,51.7,1.7,1024.0,Clear,4,2,2,Unhealthy,166.4,173.8,189.6,146.3,140.5,193.4,175.23333333333335,9.630334019821209,173.88333333333333,12.787871858392515,161.1,17.15459122217726,163.20833333333334,15.13877591590165,522.17,68.7037037037037
beijing,2026-02-04 05:50:17.002447,197.4,122.3,160.5,58.9,35.2,0.54,3.5,11.3,45.7,3.9,1016.8,Clear,5,2,2,Unhealthy,185.5,166.4,173.8,154.4,165.4,179.0,183.1,15.638733964103041,181.04999999999998,11.686872977832877,163.76666666666668,20.115454634472353,163.975,16.387674318377737,516.4100000000001,40.285714285714285
beijing,2026-02-04 06:50:17.002447,196.3,112.7,153.9,54.5,29.9,0.66,5.0,10.1,48.2,4.1,1019.9,Clouds,6,2,2,Unhealthy,197.4,185.5,166.4,173.6,137.9,173.4,193.0666666666667,6.575966342167537,184.83333333333334,12.442614944884653,168.63333333333333,20.351606295029327,164.92916666666665,17.583353767417208,486.82,38.490196078431374
beijing,2026-02-04 07:50:17.002447,180.4,105.2,142.4,54.4,27.7,0.69,4.4,8.2,54.0,4.0,1020.1,Clouds,7,2,2,Unhealthy,196.3,197.4,185.5,189.6,148.1,176.8,191.36666666666667,9.513323989716785,183.30000000000004,12.303820544855174,171.32500000000002,19.50748690771169,165.07916666666668,17.703966128149553,442.79999999999995,36.08
beijing,2026-02-04 08:50:17.002447,176.0,101.0,136.7,50.1,38.1,0.39,5.6,10.1,42.7,2.7,1019.5,Clouds,8,2,2,Unhealthy,180.4,196.3,197.4,173.8,141.4,173.6,184.23333333333335,10.679107328486007,183.66666666666666,11.992942369021332,174.20833333333334,17.08946822585246,165.17916666666667,17.76087490908688,431.27000000000004,47.567567567567565
beijing,2026-02-04 09:50:17.002447,189.5,112.4,156.4,63.1,25.6,0.53,4.9,11.6,48.6,3.3,1020.5,Clouds,9,2,2,Unhealthy,176.0,180.4,196.3,166.4,150.8,162.4,181.96666666666667,6.885007867339319,187.51666666666668,8.556965973209595,177.43333333333337,15.879164927283618,166.30833333333334,18.425523806291967,563.76,44.06976744186046
beijing,2026-02-04 10:50:17.002447,172.7,104.2,140.0,51.4,32.5,0.55,6.2,8.7,50.8,3.5,1017.7,Clear,10,2,2,Unhealthy,189.5,176.0,180.4,185.5,146.3,172.2,179.4,8.901123524589018,185.38333333333333,10.528706789851595,179.63333333333333,12.68021603869088,166.32916666666665,18.432756267666225,441.9599999999999,38.37777777777777
beijing,2026-02-04 11:50:17.002447,167.1,97.0,136.0,51.7,24.6,0.46,4.5,4.0,49.8,2.0,1020.3,Rain,11,2,2,Unhealthy,172.7,189.5,176.0,197.4,154.4,173.5,176.4333333333333,11.65732959701005,180.33333333333334,10.873208664725771,180.6916666666667,10.768595614802601,166.0625,18.37069529582846,199.2,55.699999999999996
beijing,2026-02-04 12:50:17.002447,165.7,98.0,137.5,51.7,34.1,0.54,4.7,4.5,49.9,4.5,1022.2,Clouds,12,2,2,Unhealthy,167.1,172.7,189.5,196.3,173.6,176.6,168.5,3.704051835489884,175.23333333333335,8.880015015002398,180.03333333333333,11.460789543905406,165.60833333333332,18.23307831737516,224.54999999999998,30.127272727272725
beijing,2026-02-04 13:50:17.002447,157.6,90.1,127.4,47.1,32.7,0.57,4.5,2.2,49.3,0.7,1020.2,Clear,13,2,2,Unhealthy,165.7,167.1,172.7,180.4,189.6,157.7,163.46666666666667,5.128677542342779,171.4333333333333,10.880012254895137,177.36666666666667,12.689461148623288,165.60416666666666,18.234975451317307,108.46000000000001,92.70588235294117
beijing,2026-02-04 14:50:17.002447,150.2,89.5,120.3,47.3,26.3,0.65,5.0,3.7,52.2,3.8,1020.2,Clouds,14,2,2,Unhealthy,157.6,165.7,167.1,176.0,173.8,152.3,157.83333333333334,7.752633961005338,167.13333333333333,13.497654117166757,175.4,14.924476540234046,165.51666666666668,18.30648891054437,193.14000000000001,31.291666666666664
beijing,2026-02-04 15:50:17.002447,140.7,84.1,101.0,41.6,27.8,0.64,4.4,1.1,49.6,2.5,1021.4,Clouds,15,2,2,Unhealthy for Sensitive Groups,150.2,157.6,165.7,189.5,166.4,145.8,149.5,8.47171765346341,159.0,11.937168843574367,173.25833333333333,17.88394192531043,165.30416666666667,18.572969586885193,54.56000000000001,40.199999999999996
beijing,2026-02-04 16:50:17.002447,130.2,78.1,101.9,38.8,35.6,0.32,7.9,-0.7,48.8,2.9,1019.6,Clouds,16,2,2,Unhealthy for Sensitive Groups,140.7,150.2,157.6,172.7,185.5,140.5,140.36666666666665,10.004165798973,151.91666666666666,14.513361659748925,168.65,21.2506898283754,164.875,19.276709307844282,-34.16,33.38461538461538
beijing,2026-02-04 17:50:17.002447,148.9,92.3,121.7,44.9,30.5,0.44,4.9,-1.4,46.1,3.6,1019.1,Clouds,17,2,2,Unhealthy for Sensitive Groups,130.2,140.7,150.2,167.1,197.4,165.4,139.93333333333334,9.373544331433097,148.88333333333333,12.462329905225205,164.60833333333332,19.851698270989953,164.1875,19.549475974295703,-64.53999999999999,32.369565217391305
beijing,2026-02-04 18:50:17.002447,137.6,81.3,112.1,39.3,32.2,0.61,5.2,1.3,43.5,3.5,1019.1,Clouds,18,2,2,Unhealthy for Sensitive Groups,148.9,130.2,140.7,165.7,196.3,137.9,138.9,9.41753683295206,144.2,9.894038609183031,159.71666666666667,18.52010373686513,164.17499999999998,19.567103049228574,56.550000000000004,30.577777777777776
beijing,2026-02-04 19:50:17.002447,136.3,82.2,109.0,41.5,30.6,0.5,4.9,1.8,45.7,2.9,1022.2,Clouds,19,2,2,Unhealthy for Sensitive Groups,137.6,148.9,130.2,157.6,180.4,148.1,140.9333333333333,6.9298869639656395,140.65,7.703181161053202,156.04166666666666,18.41789931429532,163.68333333333334,20.128773838261576,82.26,34.94871794871795
beijing,2026-02-04 20:50:17.002447,139.7,85.5,106.4,43.5,26.6,0.54,4.1,0.4,49.7,3.4,1018.3,Clear,20,2,2,Unhealthy for Sensitive Groups,136.3,137.6,148.9,150.2,176.0,141.4,137.86666666666667,1.7156145643302756,138.9,6.132210042065197,153.01666666666668,17.812959191316903,163.61249999999998,20.21341165834122,19.880000000000003,31.749999999999996
beijing,2026-02-04 21:50:17.002447,140.0,89.4,111.7,45.9,25.9,0.46,6.2,-0.7,46.5,3.6,1018.0,Clear,21,2,2,Unhealthy for Sensitive Groups,139.7,136.3,137.6,140.7,189.5,150.8,138.66666666666666,2.0550750189085036,138.78333333333333,6.0976771533652006,148.89166666666668,13.897446353611992,163.1625,20.62703613137905,-32.55,30.434782608695656
beijing,2026-02-04 22:50:17.002447,157.7,89.1,127.2,48.0,30.6,0.52,3.9,1.2,48.4,4.5,1022.3,Clouds,22,2,2,Unhealthy,140.0,139.7,136.3,130.2,172.7,146.3,145.79999999999998,10.30679387588618,143.36666666666667,8.294978400615117,147.64166666666665,12.122590357250617,163.63750000000002,20.35125917480291,58.08,28.672727272727272
beijing,2026-02-04 23:50:17.002447,171.5,103.7,135.6,50.8,28.1,0.52,5.4,5.6,50.1,1.7,1019.2,Clear,23,2,2,Unhealthy,157.7,140.0,139.7,148.9,167.1,154.4,156.39999999999998,15.790186826000491,147.13333333333333,14.281269784815036,148.00833333333333,12.811603996756435,164.35,20.313092800714386,280.56,63.51851851851851
beijing,2026-02-05 00:50:17.002447,176.2,106.4,137.3,51.4,27.9,0.39,4.4,6.1,54.0,1.7,1020.6,Rain,0,3,2,Unhealthy,171.5,157.7,140.0,137.6,165.7,173.6,168.46666666666667,9.615785632662915,153.56666666666666,17.466730279782478,148.88333333333333,14.390958862067011,164.45833333333334,20.371418952663248,329.4,65.25925925925925
beijing,2026-02-05 01:50:17.002447,158.5,94.8,121.5,46.9,29.7,0.26,6.4,4.4,49.1,3.6,1022.6,Clouds,1,3,2,Unhealthy,176.2,171.5,157.7,136.3,157.6,189.6,168.73333333333335,9.168605855490032,157.26666666666665,15.29374599850114,148.95833333333334,14.442768453661115,163.1625,19.680023252460618,216.04000000000002,34.45652173913044
beijing,2026-02-05 02:50:17.002447,167.4,104.3,132.7,50.6,34.6,0.49,3.7,3.3,50.9,2.9,1016.6,Clear,2,3,2,Unhealthy,158.5,176.2,171.5,139.7,150.2,173.8,167.36666666666667,8.850047080853681,161.88333333333333,12.928328069269787,150.39166666666668,15.399023483404124,162.89583333333334,19.572684585515017,167.97,42.92307692307693
beijing,2026-02-05 03:50:17.002447,178.8,107.0,144.3,54.5,21.6,0.37,5.8,10.8,45.2,3.4,1021.6,Clear,3,3,2,Unhealthy,167.4,158.5,176.2,140.0,140.7,166.4,168.23333333333332,10.175624468961427,168.35,8.855450299109682,153.56666666666666,17.057567413339218,163.4125,19.831163716429387,488.1600000000001,40.63636363636363
beijing,2026-02-05 04:50:17.002447,182.9,110.1,137.8,53.7,31.3,0.54,4.6,9.4,44.9,4.5,1022.9,Clear,4,3,2,Unhealthy,178.8,167.4,158.5,157.7,130.2,185.5,176.36666666666667,8.03139672369147,172.54999999999998,8.76966361954671,157.95833333333334,17.277334513135745,163.30416666666665,19.712002063776225,422.06,33.25454545454546
beijing,2026-02-05 05:50:17.002447,178.8,106.2,135.3,55.6,32.6,0.57,5.4,7.6,51.1,2.5,1018.1,Clouds,5,3,2,Unhealthy,182.9,178.8,167.4,171.5,148.9,197.4,180.16666666666666,2.367136103674678,173.76666666666665,9.095200199372613,160.45000000000002,17.99340788379816,162.52916666666667,18.650247210546347,388.36,51.08571428571429
beijing,2026-02-05 06:50:17.002447,187.7,111.1,159.8,58.2,28.8,0.37,3.1,11.8,56.2,3.1,1019.2,Clear,6,3,2,Unhealthy,178.8,182.9,178.8,176.2,137.6,196.3,183.13333333333333,4.454585652259773,175.68333333333337,10.76836415927077,164.625,18.02186172402841,162.17083333333332,18.046015558461395,663.1600000000001,45.78048780487805
beijing,2026-02-05 07:50:17.002447,190.3,120.4,157.4,59.6,25.8,0.42,3.7,8.8,54.6,4.7,1020.7,Clear,7,3,2,Unhealthy,187.7,178.8,182.9,158.5,136.3,180.4,185.60000000000002,6.0307545133245295,180.98333333333335,8.119462215360489,169.125,17.020208576865272,162.58333333333334,18.585891485716783,480.4800000000001,33.385964912280706
beijing,2026-02-05 08:50:17.002447,179.0,106.5,141.6,49.6,32.5,0.5,6.2,10.5,51.7,2.4,1019.2,Clear,8,3,2,Unhealthy,190.3,187.7,178.8,167.4,139.7,176.0,185.66666666666666,5.918051481131063,182.91666666666666,5.032461293111602,172.39999999999998,14.427057912131511,162.70833333333334,18.68984650335148,542.85,52.64705882352941
beijing,2026-02-05 09:50:17.002447,178.7,108.4,148.5,55.9,29.7,0.45,4.8,7.7,52.5,4.1,1022.5,Clear,9,3,2,Unhealthy,179.0,190.3,187.7,178.8,140.0,189.5,182.66666666666666,6.612362159872912,182.9,5.048960289009996,175.625,10.245453537145789,162.25833333333333,18.1386188215537,404.25,35.03921568627451
beijing,2026-02-05 10:50:17.002447,170.4,101.5,131.7,51.5,29.7,0.61,4.9,6.0,54.8,2.1,1017.4,Clear,10,3,2,Unhealthy,178.7,179.0,190.3,182.9,157.7,172.7,176.0333333333333,4.880915214723803,180.8166666666667,7.178695331790227,176.68333333333337,8.776086654636647,162.1625,18.08705548415649,328.79999999999995,54.96774193548387
beijing,2026-02-05 11:50:17.002447,166.5,95.8,125.6,47.0,28.8,0.56,5.7,8.7,50.5,3.3,1019.5,Clouds,11,3,2,Unhealthy,170.4,178.7,179.0,178.8,171.5,167.1,171.86666666666665,6.2308372899093,178.76666666666665,9.309708194496055,176.26666666666668,9.155061524377986,162.1375,18.080347546197867,439.34999999999997,38.72093023255814
beijing,2026-02-05 12:50:17.002447,162.1,94.3,131.6,50.7,31.4,0.59,6.2,4.7,50.8,3.8,1017.7,Clouds,12,3,2,Unhealthy,166.5,170.4,178.7,187.7,176.2,165.7,166.33333333333334,4.152509281546141,174.5,10.218610473053603,175.09166666666667,10.02763983228635,161.98749999999998,18.06443328754043,238.76,33.770833333333336
beijing,2026-02-05 13:50:17.002447,164.6,104.8,121.0,48.4,29.9,0.43,4.1,1.1,48.4,4.0,1021.5,Rain,13,3,2,Unhealthy,162.1,166.5,170.4,190.3,158.5,157.6,164.4,2.2068076490701203,170.21666666666667,7.216485756008092,175.6,9.233240345226712,162.27916666666667,18.047015390162233,53.24,32.92
beijing,2026-02-05 14:50:17.002447,147.7,91.4,118.6,44.2,32.6,0.51,3.5,4.8,54.6,3.5,1017.3,Clear,14,3,2,Unhealthy for Sensitive Groups,164.6,162.1,166.5,179.0,167.4,150.2,158.13333333333333,9.121586119383544,165.0,10.266060588171175,173.95833333333334,12.122890319431475,162.17499999999998,18.126805757124465,262.08,32.82222222222222
beijing,2026-02-05 15:50:17.002447,153.2,94.1,120.7,47.0,24.1,0.46,5.0,0.1,51.1,2.0,1020.5,Rain,15,3,2,Unhealthy,147.7,164.6,162.1,178.7,178.8,140.7,155.16666666666666,8.619938128161467,160.75,8.603894467042348,171.82500000000002,13.380659380409545,162.69583333333333,17.65641844539372,5.11,51.06666666666666
beijing,2026-02-05 16:50:17.002447,160.3,96.1,123.4,47.8,33.4,0.39,4.0,1.3,54.1,5.1,1019.5,Rain,16,3,2,Unhealthy,153.2,147.7,164.6,170.4,182.9,130.2,153.73333333333332,6.316908526592137,159.06666666666663,7.214060345371993,169.94166666666666,13.270161904426564,163.95000000000002,16.261771655982134,70.33,26.278688524590166
beijing,2026-02-05 17:50:17.002447,132.2,76.4,94.7,36.9,28.4,0.39,4.2,2.3,55.1,2.4,1021.6,Clouds,17,3,2,Unhealthy for Sensitive Groups,160.3,153.2,147.7,166.5,178.8,148.9,148.56666666666666,14.611753260075766,153.35,12.088796466150074,166.0583333333333,16.793042841569438,163.25416666666666,17.260383873172536,126.72999999999999,38.88235294117647
beijing,2026-02-05 18:50:17.002447,153.4,93.0,125.3,44.5,33.4,0.49,5.9,0.6,47.6,2.0,1019.0,Clear,18,3,2,Unhealthy,132.2,160.3,153.2,162.1,187.7,137.6,148.63333333333333,14.64388381998897,151.9,11.327135560237751,163.2,15.655089210279767,163.9125,16.52500904426509,28.56,51.13333333333333
